qtr,ticker,EP_RATIO,qtr_ret,SPX_qtr_rets,mkt_cap,f_score,median_mkt_cap,size,EP_ratio_size,f_score_size,beats_market
2007_1,CVS,0.04814265631920507,-0.02058389947506767,0.030683335187451144,29413.9,3,10405.55859090909,1,0.04814265631920507,3,0
2007_1,CVX,0.1088091922005571,0.10116449789827242,0.030683335187451144,154343.871,4,10405.55859090909,1,0.1088091922005571,4,1
2007_1,DD,0.0,0.050809928912714186,0.030683335187451144,43908.48,0,10405.55859090909,1,0.0,0,1
2007_1,DGX,0.0597943075819182,-0.6663800278921577,0.030683335187451144,9662.4675,3,10405.55859090909,0,0.0,0,0
2007_1,DHI,0.12147273544452947,0.08762854107011009,0.030683335187451144,7402.343590909091,4,10405.55859090909,0,0.0,0,1
2007_1,DHR,0.05736543503077656,0.09104780105882093,0.030683335187451144,17690.21927272727,6,10405.55859090909,1,0.05736543503077656,6,1
2007_1,DIS,0.048987909783865344,-0.023379598436868432,0.030683335187451144,74014.71,6,10405.55859090909,1,0.048987909783865344,6,0
2007_1,DISCA,0.0052087022830783845,0.21852450188476036,0.030683335187451144,2407.313,1,10405.55859090909,0,0.0,0,1
2007_1,DLR,0.0056204783251873865,-0.04229922710753953,0.030683335187451144,1720.47315,4,10405.55859090909,0,0.0,0,0
2007_1,DLTR,0.05467259317576691,-0.12848402447314755,0.030683335187451144,3653.3761363636363,6,10405.55859090909,0,0.0,0,0
2007_1,DPZ,0.05670284308055206,0.2093750000000001,0.030683335187451144,1819.4631,7,10405.55859090909,0,0.0,0,1
2007_1,DRE,0.016092486739790926,-0.15968550958191186,0.030683335187451144,6645.7283157894735,3,10405.55859090909,0,0.0,0,0
2007_1,DUK,0.0492635105177595,0.04268685667803385,0.030683335187451144,23377.452,6,10405.55859090909,1,0.0492635105177595,6,1
2007_1,DVN,0.08603260635780961,-0.011070110701107194,0.030683335187451144,29896.608,3,10405.55859090909,1,0.08603260635780961,3,0
2007_1,ED,0.06400163844194412,-0.12495322508456164,0.030683335187451144,12363.36,4,10405.55859090909,1,0.06400163844194412,4,0
2007_1,EFX,0.04870208931963181,-0.07050785619632738,0.030683335187451144,4732.476,5,10405.55859090909,0,0.0,0,0
2007_1,EIX,0.06847485945535096,0.05958108085767666,0.030683335187451144,16154.7,6,10405.55859090909,1,0.06847485945535096,6,1
2007_1,EL,0.043789547435027255,0.004478566858605149,0.030683335187451144,9831.851789473685,6,10405.55859090909,0,0.0,0,0
2007_1,EMR,0.05236835903746956,-0.03785313632943432,0.030683335187451144,34576.674681818185,6,10405.55859090909,1,0.05236835903746956,6,0
2007_1,EOG,0.07015771454229107,-0.04395137507372715,0.030683335187451144,15703.529,3,10405.55859090909,1,0.07015771454229107,3,0
2007_1,EQIX,0.0,0.052444444444444516,0.030683335187451144,2708.6116842105266,4,10405.55859090909,0,0.0,0,1
2007_1,EQR,0.0026652452025586353,-0.0043854915998320365,0.030683335187451144,15515.739789473684,3,10405.55859090909,1,0.0026652452025586353,3,0
2007_1,ES,0.01627487614819251,0.00020306017166826784,0.030683335187451144,4472.194894736842,4,10405.55859090909,0,0.0,0,0
2007_1,ESS,0.009006509905359594,-0.05178432893716067,0.030683335187451144,3148.156,3,10405.55859090909,0,0.0,0,0
2007_1,ETN,0.07836622102408977,0.1403540636513927,0.030683335187451144,12405.0,3,10405.55859090909,1,0.07836622102408977,3,1
2007_1,ETR,0.05072691671654814,0.09219254097302887,0.030683335187451144,20740.49877272727,7,10405.55859090909,1,0.05072691671654814,7,1
2007_1,EVRG,0.0,0.5993733333333333,0.030683335187451144,2416.7776315789474,0,10405.55859090909,0,0.0,0,1
2007_1,EW,0.03851056537361025,0.03966329005564284,0.030683335187451144,3161.6072727272726,6,10405.55859090909,0,0.0,0,1
2007_1,EXC,0.0,-0.09074858757062143,0.030683335187451144,43278.11578947369,6,10405.55859090909,1,0.0,6,0
2007_1,EXPE,0.10056113111160274,-0.03213301898498577,0.030683335187451144,7243.4316,5,10405.55859090909,0,0.0,0,0
2007_1,EXR,0.0121580547112462,0.014237012032815244,0.030683335187451144,1348.3832105263157,3,10405.55859090909,0,0.0,0,0
2007_1,F,0.0,0.038410004466279624,0.030683335187451144,14739.54,2,10405.55859090909,1,0.0,2,1
2007_1,FAST,0.03540775571481177,-0.04175222450376448,0.030683335187451144,5575.531578947369,6,10405.55859090909,0,0.0,0,0
2007_1,FCX,0.11928334565927905,-0.030876373736967166,0.030683335187451144,12000.3993,5,10405.55859090909,1,0.11928334565927905,5,0
2007_1,FE,0.06455402849414818,0.12345364247204738,0.030683335187451144,20078.31,4,10405.55859090909,1,0.06455402849414818,4,1
2007_1,FFIV,0.024636063748278557,0.05978543099266709,0.030683335187451144,3018.533090909091,6,10405.55859090909,0,0.0,0,1
2007_1,FIS,0.06248515977455355,-0.038752066586853595,0.030683335187451144,8782.253,4,10405.55859090909,0,0.0,0,0
2007_1,FISV,0.04527304171458064,-0.060871445758171605,0.030683335187451144,8822.873,4,10405.55859090909,0,0.0,0,0
2007_1,FITB,0.05388482657168568,0.30549038010323804,0.030683335187451144,21963.197909090908,3,10405.55859090909,1,0.05388482657168568,3,1
2007_1,FMC,0.07337241637378844,-0.09902994489932537,0.030683335187451144,2533.2534545454546,3,10405.55859090909,0,0.0,0,0
2007_1,GD,0.05361470329623196,-0.07440476190476186,0.030683335187451144,32002.8185,3,10405.55859090909,1,0.05361470329623196,3,0
2007_1,GE,0.05425200054252,-0.20242277905690287,0.030683335187451144,369061.566,4,10405.55859090909,1,0.05425200054252,4,0
2007_1,GILD,0.04011971723623292,0.05101677290146167,0.030683335187451144,29718.7792,2,10405.55859090909,1,0.04011971723623292,2,1
2007_1,GL,0.07924307019351157,0.2498402738707124,0.030683335187451144,6422.6616,5,10405.55859090909,0,0.0,0,1
2007_1,GLW,0.05470250045129563,-0.027192646495595607,0.030683335187451144,35093.09090909091,5,10405.55859090909,1,0.05470250045129563,5,0
2007_1,GOOG,0.0,-0.011958338031923033,0.030683335187451144,145933.7310483158,5,10405.55859090909,1,0.0,5,0
2007_1,GOOGL,0.01884864911731776,0.12829924455846875,0.030683335187451144,146987.8547368421,5,10405.55859090909,1,0.01884864911731776,5,1
2007_1,GPC,0.05829136355157619,0.051120577884793406,0.030683335187451144,8375.35840909091,6,10405.55859090909,0,0.0,0,1
2007_1,GPN,0.04502111490288945,0.09100747961545008,0.030683335187451144,3248.49175,5,10405.55859090909,0,0.0,0,1
2007_1,GRMN,0.07706119429438918,0.08563899868247704,0.030683335187451144,11747.4705,6,10405.55859090909,1,0.07706119429438918,6,1
2007_1,GS,0.09290140374021053,0.17460317460317465,0.030683335187451144,100771.25473684211,4,10405.55859090909,1,0.09290140374021053,4,1
2007_1,HAS,0.0,0.16566631004406407,0.030683335187451144,5177.872227272727,7,10405.55859090909,0,0.0,0,1
2007_1,HBAN,0.07860831833224592,0.02678391959798998,0.030683335187451144,5357.803636363636,5,10405.55859090909,0,0.0,0,0
2007_1,HBI,0.0,-0.16335935703488125,0.030683335187451144,2747.93,0,10405.55859090909,0,0.0,0,0
2007_1,HIG,0.09598587087980649,0.07127882599580704,0.030683335187451144,30745.829227272727,4,10405.55859090909,1,0.09598587087980649,4,1
2007_1,HOLX,0.01738973171121916,-0.02983632027749661,0.030683335187451144,3089.194090909091,4,10405.55859090909,0,0.0,0,0
2007_1,HON,0.0,0.1495842149288984,0.030683335187451144,35803.83181818182,6,10405.55859090909,1,0.0,6,1
2007_1,HRL,0.05488112747788291,0.3176330711541979,0.030683335187451144,5144.978272727273,4,10405.55859090909,0,0.0,0,1
2007_1,HSIC,0.0512573426143295,0.09434369602763382,0.030683335187451144,3705.2889473684213,5,10405.55859090909,0,0.0,0,1
2007_1,HST,0.0,-0.20122399020807835,0.030683335187451144,13628.881818181819,5,10405.55859090909,1,0.0,5,0
2007_1,HSY,0.04623828437469656,0.30131147540983605,0.030683335187451144,12628.40440909091,5,10405.55859090909,1,0.04623828437469656,5,1
2007_1,HUM,0.050270202337564414,0.07226119082077598,0.030683335187451144,9992.201818181818,6,10405.55859090909,0,0.0,0,1
2007_1,IBM,0.06430537335699771,0.03977272727272707,0.030683335187451144,150917.718,6,10405.55859090909,1,0.06430537335699771,6,1
2007_1,ILMN,0.021297440047706267,0.18487880709591598,0.030683335187451144,2015.112,5,10405.55859090909,0,0.0,0,1
2007_1,INTU,0.0286168885429425,0.013415781860902865,0.030683335187451144,10064.844318181818,6,10405.55859090909,0,0.0,0,0
2007_1,IP,0.018119027515555185,0.030401583710407243,0.030683335187451144,15092.8656,7,10405.55859090909,1,0.018119027515555185,7,0
2007_1,IPG,0.0,0.18848910052313728,0.030683335187451144,5661.444909090909,4,10405.55859090909,0,0.0,0,1
2007_1,IPGP,0.0,-0.23675154852030278,0.030683335187451144,914.2385454545455,2,10405.55859090909,0,0.0,0,0
2007_1,IRM,0.021563016838559847,-0.013245824974425058,0.030683335187451144,5723.391736842105,3,10405.55859090909,0,0.0,0,0
2007_1,ISRG,0.01920535906339305,0.03102559820597839,0.030683335187451144,4381.998545454545,6,10405.55859090909,0,0.0,0,1
2007_1,ITW,0.0,0.12880644032201616,0.030683335187451144,28831.48631818182,0,10405.55859090909,1,0.0,0,1
2007_1,IVZ,0.0,0.3697978596908442,0.030683335187451144,10168.530157894736,0,10405.55859090909,0,0.0,0,1
2007_1,J,0.03922137721943968,0.2151515151515151,0.030683335187451144,5545.720090909091,7,10405.55859090909,0,0.0,0,1
2007_1,JBHT,0.07321930646672914,-0.3106747720364741,0.030683335187451144,3870.4316842105263,4,10405.55859090909,0,0.0,0,0
2007_1,JCI,0.1495774437214868,0.037685060565275874,0.030683335187451144,28690.27090909091,5,10405.55859090909,1,0.1495774437214868,5,1
2007_1,JKHY,0.047797491587641475,0.005013192612137285,0.030683335187451144,2140.7342727272726,4,10405.55859090909,0,0.0,0,0
2007_1,JNJ,0.056287290329843524,0.1394594594594596,0.030683335187451144,178527.47818181818,3,10405.55859090909,1,0.056287290329843524,3,1
2007_1,JNPR,0.0,-0.1759228281476526,0.030683335187451144,11314.379545454545,3,10405.55859090909,1,0.0,3,0
2007_1,JPM,0.07323753863280164,0.10242725415771492,0.030683335187451144,171600.0909090909,4,10405.55859090909,1,0.07323753863280164,4,1
2007_1,KEY,0.07649997322500937,0.36918429003021136,0.030683335187451144,15828.380578947368,3,10405.55859090909,1,0.07649997322500937,3,1
2007_1,KIM,0.02721777211648118,-0.02700555511418834,0.030683335187451144,13355.379052631579,4,10405.55859090909,1,0.02721777211648118,4,0
2007_1,KLAC,0.05179763699180043,-0.026341771250012802,0.030683335187451144,10160.5175,6,10405.55859090909,0,0.0,0,0
2007_1,KMB,0.05863314414372157,-0.010729818533818603,0.030683335187451144,29915.24072727273,7,10405.55859090909,1,0.05863314414372157,7,0
2007_1,KMX,0.030471918603411023,0.08286155097508852,0.030683335187451144,6144.104105263158,4,10405.55859090909,0,0.0,0,1
2007_1,KR,0.055859368453980256,0.2630462542884249,0.030683335187451144,17230.07,5,10405.55859090909,1,0.055859368453980256,5,1
2007_1,KSU,0.03725879587023506,0.1386088066368858,0.030683335187451144,3083.745,4,10405.55859090909,0,0.0,0,1
2007_1,L,0.0831414152331701,0.26361904761904764,0.030683335187451144,24411.3375,4,10405.55859090909,1,0.0831414152331701,4,1
2007_1,LDOS,0.0,-0.11832755083951685,0.030683335187451144,4672.9725,0,10405.55859090909,0,0.0,0,0
2007_1,LEG,0.058168280836459876,0.175151189691231,0.030683335187451144,4283.884,4,10405.55859090909,0,0.0,0,1
2007_1,LH,0.0452069347437897,-0.02272861212061672,0.030683335187451144,8826.188954545454,6,10405.55859090909,0,0.0,0,0
2007_1,LHX,0.05415123356510061,0.1367084913918879,0.030683335187451144,6822.728526315789,4,10405.55859090909,0,0.0,0,1
2007_1,LIN,0.0,0.04491883477874148,0.030683335187451144,20232.78218181818,0,10405.55859090909,1,0.0,0,1
2007_1,LKQ,0.03734827264239029,-0.02084797376434766,0.030683335187451144,1183.60725,5,10405.55859090909,0,0.0,0,0
2007_1,LNT,0.0,0.059355414345404034,0.030683335187451144,4707.199736842105,6,10405.55859090909,0,0.0,0,1
2007_1,LOW,0.059922939100317,0.014408831219134166,0.030683335187451144,49096.265,4,10405.55859090909,1,0.059922939100317,4,0
2007_1,LUV,0.0,0.184954373469842,0.030683335187451144,12714.1005,0,10405.55859090909,1,0.0,0,1
2007_1,LYV,0.0,0.16347197106690792,0.030683335187451144,1458.7680599286364,1,10405.55859090909,0,0.0,0,1
2007_1,MA,0.03487224552850632,-0.12124774250082804,0.030683335187451144,14694.686631578947,4,10405.55859090909,1,0.03487224552850632,4,0
2007_1,MAR,0.0,0.21941421704496267,0.030683335187451144,18540.24975,5,10405.55859090909,1,0.0,5,1
2007_1,MAS,0.06722237160527024,-0.03319545253518574,0.030683335187451144,9586.598181818183,4,10405.55859090909,0,0.0,0,0
2007_1,MCD,0.05140912409134374,0.16456613066782566,0.030683335187451144,54541.54265,5,10405.55859090909,1,0.05140912409134374,5,1
2007_1,MCK,0.049058325443119326,-0.10765379113018603,0.030683335187451144,17086.80210526316,5,10405.55859090909,1,0.049058325443119326,5,0
2007_1,MCO,0.0317216614537403,0.13582032003084632,0.030683335187451144,20188.41055,5,10405.55859090909,1,0.0317216614537403,5,1
2007_1,MDLZ,0.0,0.31261149814441036,0.030683335187451144,51466.32909090909,4,10405.55859090909,1,0.0,4,1
2007_1,MDT,0.044059850901464546,0.08017634453265865,0.030683335187451144,61594.641,5,10405.55859090909,1,0.044059850901464546,5,1
2007_1,MET,0.15896734810669888,-0.2368754960392686,0.030683335187451144,42159.0335,4,10405.55859090909,1,0.15896734810669888,4,0
2007_1,MGM,0.03058450038689393,-0.053812301909164084,0.030683335187451144,20950.34947368421,6,10405.55859090909,1,0.03058450038689393,6,0
2007_1,MHK,0.07971366850273816,3.8894062863795114,0.030683335187451144,5328.85905,4,10405.55859090909,0,0.0,0,1
2007_1,MKC,0.04456963559865934,-0.04344028779970488,0.030683335187451144,5251.104736842105,4,10405.55859090909,0,0.0,0,0
2007_1,MKTX,0.011838985067488135,-0.0722450253234439,0.030683335187451144,479.7202105263158,4,10405.55859090909,0,0.0,0,0
2007_1,MLM,0.04522615337997657,-0.21537913848344614,0.030683335187451144,5702.152052631579,4,10405.55859090909,0,0.0,0,0
2007_1,MMC,0.045084646423660425,0.03508456279237149,0.030683335187451144,16641.36315789474,4,10405.55859090909,1,0.045084646423660425,4,1
2007_1,MNST,0.022326611534820583,-0.05217831813576479,0.030683335187451144,3460.5174545454547,4,10405.55859090909,0,0.0,0,0
2007_1,MRK,0.05905732694726771,0.08403835307388596,0.030683335187451144,98377.44,3,10405.55859090909,1,0.05905732694726771,3,1
2007_1,MRO,0.22081392010952372,-0.022892112420670907,0.030683335187451144,18310.6125,3,10405.55859090909,1,0.22081392010952372,3,0
2007_1,MS,0.08322998942979133,0.04682858417798186,0.030683335187451144,86254.2852631579,4,10405.55859090909,1,0.08322998942979133,4,1
2007_1,MSFT,0.0390339868923872,0.11706607623513077,0.030683335187451144,273132.57272727275,6,10405.55859090909,1,0.0390339868923872,6,1
2007_1,MSI,0.09213278176507984,0.022744996100857895,0.030683335187451144,26781.392,4,10405.55859090909,1,0.09213278176507984,4,0
2007_1,MTD,0.043478260869565216,0.16909166333773773,0.030683335187451144,3439.2104736842102,6,10405.55859090909,0,0.0,0,1
2007_1,MU,0.0,0.0659405891100866,0.030683335187451144,8924.25759090909,4,10405.55859090909,0,0.0,0,1
2007_1,NEM,0.018847015009762755,0.2560431726999388,0.030683335187451144,19384.84181818182,4,10405.55859090909,1,0.018847015009762755,4,1
2007_1,NFLX,0.030394767236872504,-0.1064860605857404,0.030683335187451144,1622.4300448736842,5,10405.55859090909,0,0.0,0,0
2007_1,NI,0.13579391914830055,-0.1649277688603532,0.030683335187451144,2612.0684210526315,5,10405.55859090909,0,0.0,0,0
2007_1,NKE,0.05313213963126295,-0.02633833655951512,0.030683335187451144,27113.39590909091,6,10405.55859090909,1,0.05313213963126295,6,0
2007_1,NSC,0.072104811554075,0.050934068216753614,0.030683335187451144,19616.879454545455,5,10405.55859090909,1,0.072104811554075,5,1
2007_1,NTAP,0.019414912205767007,-0.018325923314465475,0.030683335187451144,15027.246789473684,5,10405.55859090909,1,0.019414912205767007,5,0
2007_1,NTRS,0.049547384641301706,-0.1667050230744075,0.030683335187451144,13274.718545454545,5,10405.55859090909,1,0.049547384641301706,5,0
2007_1,NUE,0.08816243046188296,0.0991852210390447,0.030683335187451144,19136.22681818182,5,10405.55859090909,1,0.08816243046188296,5,1
2007_1,NVDA,0.03784667554801986,0.019102642408707293,0.030683335187451144,13217.57325,5,10405.55859090909,1,0.03784667554801986,5,0
2007_1,NVR,0.0,0.17439812096300633,0.030683335187451144,4071.6065,4,10405.55859090909,0,0.0,0,1
2007_1,NWL,0.0,-0.0763681592039801,0.030683335187451144,8579.783545454546,5,10405.55859090909,0,0.0,0,0
2007_1,O,0.03839257948223767,-0.08641290042001903,0.030683335187451144,2745.5738,3,10405.55859090909,0,0.0,0,0
2007_1,OMC,0.047528517110266164,-0.0885320449054996,0.030683335187451144,17748.26165,4,10405.55859090909,1,0.047528517110266164,4,0
