qtr,ticker,mkt_cap
2011_2,ALL,15693803636.363636
2011_2,AMAT,16929565909.09091
2011_2,AMD,5495498181.818182
2011_2,AME,7239634800.0
2011_2,AMGN,54589125000.0
2011_2,AMP,14240713181.818182
2011_2,AMT,21341503047.61905
2011_2,AMZN,91060853809.5238
2011_2,ANSS,5054814818.181818
2011_2,ANTM,26862193500.0
2011_2,AON,18218641100.0
2011_2,AOS,1997646700.0
2011_2,APA,47036379545.454544
2011_2,APD,18507539772.727272
2011_2,APH,9629416857.142857
2011_2,ARE,4404600285.714286
2011_2,ATO,2893397681.818182
2011_2,ATVI,13265586000.0
2011_2,AVB,11194017545.454546
2011_2,AVGO,8606400000.0
2011_2,AVY,4486202380.952381
2011_2,AWK,5021984000.0
2011_2,AXP,55810627000.0
2011_2,AZO,11999171500.0
2011_2,BA,55721480500.0
2011_2,BAC,121095208571.42857
2011_2,BAX,17318157500.0
2011_2,BBWI,12398236000.0
2011_2,BBY,11921776500.0
2011_2,BDX,18658997500.0
2011_2,BEN,27574482954.545456
2011_2,BF-B,10250842500.0
2011_2,BIIB,24184396363.636364
2011_2,BIO,3551797523.8095236
2011_2,BK,36480318000.0
2011_2,BKNG,25062389863.636364
2011_2,BKR,31675945000.0
2011_2,BLK,38212203800.0
2011_2,BLL,6328140000.0
2011_2,BMY,48340453636.36364
2011_2,BR,2900319454.5454545
2011_2,BRK-B,197093418582.1433
2011_2,BRO,3615478428.571429
2011_2,BSX,10938121285.714285
2011_2,BWA,9433131952.380953
2011_2,BXP,15217926500.0
2011_2,C,135314550000.0
2011_2,CAG,8063943272.727273
2011_2,CAH,14911779000.0
2011_2,CARR,25042519650.4
2011_2,CAT,73039942500.0
2011_2,CB,22470813272.727272
2011_2,CBOE,2088272075019.318
2011_2,CBRE,7939418772.727273
2011_2,CCI,12020196666.666666
2011_2,CCL,30083655000.0
2011_2,CDNS,2794702909.090909
2011_2,CE,7397800500.0
2011_2,CERN,10225513454.545454
2011_2,CF,10150689047.619047
2011_2,CHD,5798126400.0
2011_2,CHRW,12694559900.0
2011_2,CHTR,5608521000.0
2011_2,CI,12206015000.0
2011_2,CINF,4717000272.727273
2011_2,CL,42445245714.28571
2011_2,CLX,9456327238.095238
2011_2,CMA,6069638181.818182
2011_2,CMCSA,67204758181.818184
2011_2,CME,18496831454.545456
2011_2,CMG,8716438050.0
2011_2,CMI,21572134333.333332
2011_2,CMS,5045052600.0
2011_2,CNC,1787672727.2727273
2011_2,CNP,7630063000.0
2011_2,COF,24829880190.47619
2011_2,COO,3503537500.0
2011_2,COP,77738301818.18182
2011_2,COST,34362714000.0
2011_2,CPB,10772534500.0
2011_2,CPRT,3272927818.181818
2011_2,CRL,2023138500.0
2011_2,CRM,19673990000.0
2011_2,CSCO,93833693333.33333
2011_2,CSX,28551641333.333332
2011_2,CTAS,4545028857.142858
2011_2,CTRA,5696495974.761905
2011_2,CTSH,22364850454.545456
2011_2,CTXS,12104484000.0
2011_2,CVS,51675199047.61905
2011_2,CVX,215893167000.0
2011_2,D,27374029454.545456
2011_2,DAL,9086009047.619047
2011_2,DD,41401206000.0
2011_2,DE,34466161818.181816
2011_2,DFS,13145197500.0
2011_2,DG,11544254857.142857
2011_2,DGX,9438363818.181818
2011_2,DHI,3602525000.0
2011_2,DHR,27407968818.18182
2011_2,DIS,81378852000.0
2011_2,DISCA,8661915000.0
2011_2,DISCK,75500872.72727273
2011_2,DISH,12862224000.0
2011_2,DLR,5396913200.0
2011_2,DLTR,7859863636.363636
2011_2,DOV,8437493450.0
2011_2,DPZ,1139248950.0
2011_2,DRE,3713903142.857143
2011_2,DRI,6188656428.571428
2011_2,DTE,8369100000.0
2011_2,DUK,24474168000.0
2011_2,DVA,8569360800.0
2011_2,DVN,37902562500.0
2011_2,DXC,3882271000.0
2011_2,DXCM,1011745598.5
2011_2,EA,7728941818.181818
2011_2,EBAY,16538557909.09091
2011_2,ECL,12414669952.380953
2011_2,ED,14919871200.0
2011_2,EFX,4350522272.727273
2011_2,EIX,12977343272.727272
2011_2,EL,20112600000.0
2011_2,EMN,7219879545.454545
2011_2,EMR,39731096454.545456
2011_2,EOG,29167018800.0
2011_2,EQIX,4911594285.714286
2011_2,EQR,17597080380.95238
2011_2,ES,6335070523.809524
2011_2,ESS,4256448181.818182
2011_2,ETN,16619684636.363636
2011_2,ETR,12207729409.09091
2011_2,EVRG,3123826047.6190476
2011_2,EW,10236436363.636364
2011_2,EXC,27758678095.238094
2011_2,EXPD,10510276636.363636
2011_2,EXPE,6599738600.0
2011_2,EXR,2015008000.0
2011_2,F,55335980000.0
2011_2,FAST,9782366095.238094
2011_2,FCX,52056572500.0
2011_2,FDX,29759292500.0
2011_2,FE,16664363333.333334
2011_2,FFIV,8692160227.272728
2011_2,FIS,9654151590.90909
2011_2,FISV,8954820000.0
2011_2,FITB,11829524318.181818
2011_2,FLT,2538324090.909091
2011_2,FMC,5066405272.727273
2011_2,FRC,4422429000.0
2011_2,FRT,5346859047.619047
2011_2,FTNT,3836332619.047619
2011_2,GD,27443300000.0
2011_2,GE,207068539500.0
2011_2,GILD,33151082900.0
2011_2,GIS,25139688000.0
2011_2,GL,5290650750.0
2011_2,GLW,29045874545.454544
2011_2,GM,52363240000.0
2011_2,GNRC,1254461571.4285715
2011_2,GOOG,165343209688.2857
2011_2,GOOGL,172871067142.85715
2011_2,GPC,8195622909.090909
2011_2,GPN,4205943250.0
2011_2,GPS,10103270909.09091
2011_2,GRMN,6476881363.636364
2011_2,GS,82551463333.33333
2011_2,GWW,10671345000.0
2011_2,HAL,44105434090.90909
2011_2,HAS,6100060363.636364
2011_2,HBAN,5463278409.090909
2011_2,HBI,2775774272.7272725
2011_2,HCA,18184635000.0
2011_2,HD,55501433181.818184
2011_2,HES,24647681818.18182
2011_2,HIG,11997726545.454546
2011_2,HII,1784743272.7272727
2011_2,HOLX,5336185636.363636
2011_2,HON,43301372272.72727
2011_2,HPQ,40329744000.0
2011_2,HRL,7911183727.272727
2011_2,HSIC,5290123142.857142
2011_2,HST,11243454545.454546
2011_2,HSY,12758096590.90909
2011_2,HUM,13531072727.272728
2011_2,IBM,205813340000.0
2011_2,ICE,8868923857.142857
2011_2,IDXX,4385847727.272727
2011_2,IEX,3639129272.7272725
2011_2,IFF,5059186590.909091
2011_2,ILMN,10559000800.0
2011_2,INCY,2378752571.428571
2011_2,INTC,117619580909.09091
2011_2,INTU,15669720909.09091
2011_2,IP,12770421300.0
2011_2,IPG,6356469545.454545
2011_2,IPGP,3318231272.7272725
2011_2,IR,13575000727.272728
2011_2,IRM,6733768285.714286
2011_2,ISRG,14054679954.545454
2011_2,IT,4150393750.0
2011_2,ITW,27734785765.230907
2011_2,IVZ,11534146238.095238
2011_2,J,5371032000.0
2011_2,JBHT,5697838190.476191
2011_2,JCI,10929261818.181818
2011_2,JKHY,2566955772.7272725
2011_2,JNJ,184033939090.9091
2011_2,JNPR,16871200227.272728
2011_2,JPM,162249315454.54544
2011_2,K,20905223809.52381
2011_2,KEY,7818509666.666667
2011_2,KIM,7873020428.571428
2011_2,KLAC,7497115800.0
2011_2,KMB,25039980000.0
2011_2,KMI,36943772857.14286
2011_2,KMX,7147196000.0
2011_2,KO,157253922000.0
2011_2,KR,14837328000.0
2011_2,KSU,6061509000.0
2011_2,L,16801099681.818182
2011_2,LDOS,3706635000.0
2011_2,LEG,3493447000.0
2011_2,LEN,3395024181.818182
2011_2,LH,9900481090.90909
2011_2,LHX,6203730285.714286
2011_2,LIN,31634382727.272728
2011_2,LKQ,3538951200.0
2011_2,LLY,41595240909.09091
2011_2,LMT,27983898500.0
2011_2,LNC,8689501863.636364
2011_2,LNT,4462572761.904762
2011_2,LOW,29918790000.0
2011_2,LRCX,5890730000.0
2011_2,LUV,8843443000.0
2011_2,LVS,32475970227.272728
2011_2,LYB,23723607000.0
2011_2,LYV,1935680588.8
2011_2,MA,36142719047.61905
2011_2,MAA,2443337200.0
2011_2,MAR,12583746200.0
2011_2,MAS,3798865000.0
2011_2,MCD,81161488700.0
2011_2,MCHP,7550670000.0
2011_2,MCK,21708430476.190475
2011_2,MCO,8314086300.0
2011_2,MDLZ,60924010000.0
2011_2,MDT,45056417095.2381
2011_2,MET,42681765000.0
2011_2,MGM,7710008857.142858
2011_2,MHK,4166693050.0
2011_2,MKC,6660044571.428572
2011_2,MKTX,870991809.5238096
2011_2,MLM,3956433619.047619
2011_2,MMC,16723065714.285715
2011_2,MMM,68177724800.0
2011_2,MNST,6959755636.363636
2011_2,MO,55024894000.0
2011_2,MOS,34484219000.0
2011_2,MPC,13969160000.0
2011_2,MPWR,583151047.6190476
2011_2,MRK,105675834000.0
2011_2,MRO,22339102500.0
2011_2,MS,35960952380.95238
2011_2,MSCI,4518654285.714286
2011_2,MSFT,208350069545.45456
2011_2,MSI,15209616000.0
2011_2,MTB,10720209272.727272
2011_2,MTD,5801687238.095238
2011_2,MU,8594498500.0
2011_2,NDAQ,4996642000.0
2011_2,NEE,24312811047.61905
2011_2,NEM,26578733181.81818
2011_2,NFLX,13190950080.099998
2011_2,NI,2268638571.428571
2011_2,NKE,40546069090.90909
2011_2,NLSN,9271447200.0
2011_2,NOC,18698156000.0
2011_2,NRG,5780027272.727273
2011_2,NSC,25633514045.454544
2011_2,NTAP,21493237523.809525
2011_2,NTRS,11419689000.0
2011_2,NUE,12692103636.363636
2011_2,NVDA,11234105250.0
2011_2,NVR,4506165000.0
2011_2,NWL,4624085681.818182
2011_2,NXPI,7344799714.285714
2011_2,O,4187376800.0
2011_2,ODFL,1324447000.0
2011_2,OKE,5675159063.9265
2011_2,OMC,14057578200.0
2011_2,ORCL,164893561818.18182
2011_2,ORLY,8191956850.0
2011_2,OXY,80516625818.18182
2011_2,PAYX,11679850095.238094
2011_2,PBCT,4515992000.0
2011_2,PCAR,17569518545.454544
2011_2,PEAK,13259263238.095238
2011_2,PEG,15789319150.0
2011_2,PENN,933763714.2857143
2011_2,PEP,110929575000.0
2011_2,PFE,167057346363.63635
2011_2,PFG,10330492850.0
2011_2,PG,189359859000.0
2011_2,PGR,13352630000.0
2011_2,PH,14171806636.363636
2011_2,PHM,2960859000.0
2011_2,PKG,2882292450.0
2011_2,PKI,3217140000.0
2011_2,PLD,12821657380.952381
2011_2,PM,119961983636.36363
2011_2,PNC,32880670952.38095
2011_2,PNR,2643159142.857143
2011_2,PNW,4901117857.142858
2011_2,POOL,1294676400.0
2011_2,PPG,13801247090.90909
2011_2,PPL,14329978181.818182
2011_2,PRU,29864250000.0
2011_2,PSA,19968684952.38095
2011_2,PTC,2682266181.818182
2011_2,PVH,4650810954.545455
2011_2,PWR,4226678666.6666665
2011_2,PXD,11089145523.809525
2011_2,QCOM,94381855454.54546
2011_2,RCL,8618641200.0
2011_2,RE,4940682500.0
2011_2,REG,3726832800.0
2011_2,REGN,4330124800.0
2011_2,RF,7781645454.545455
2011_2,RHI,3747657636.3636365
2011_2,RJF,4608411400.0
2011_2,RL,12028148000.0
2011_2,RMD,4838539863.636364
2011_2,ROK,11804702681.818182
2011_2,ROL,2870639318.181818
2011_2,ROP,8196618095.238095
2011_2,ROST,9312861857.142857
2011_2,RSG,11554368000.0
2011_2,RTX,49236715850.0
2011_2,SBAC,4229830545.4545455
2011_2,SBUX,28135053272.727272
2011_2,SCHW,19624550000.0
2011_2,SEE,4090487500.0
2011_2,SHW,9054464400.0
2011_2,SIVB,2518176500.0
2011_2,SJM,8520261750.0
2011_2,SLB,115712996818.18182
2011_2,SNA,3541848300.0
2011_2,SNPS,4141055333.3333335
2011_2,SO,32756878000.0
2011_2,SPG,31422379787.263638
2011_2,SPGI,12969969904.761906
2011_2,SRE,12721354545.454546
2011_2,STE,2066319954.5454545
2011_2,STT,21837223636.363636
2011_2,STX,6812776363.636364
2011_2,STZ,5040805909.090909
2011_2,SWK,11980801772.727272
2011_2,SWKS,4512255000.0
2011_2,SYK,23003272727.272728
2011_2,SYY,16749135000.0
2011_2,T,186438588095.2381
2011_2,TAP,8415845818.181818
2011_2,TDG,4465352863.636364
2011_2,TDY,1823638047.6190476
2011_2,TECH,2975149714.285714
2011_2,TEL,15601997272.727272
2011_2,TER,3660672000.0
2011_2,TFC,18341856818.18182
2011_2,TFX,2448590045.4545455
2011_2,TGT,34851991428.57143
2011_2,TJX,19761341818.18182
2011_2,TMO,22265421700.0
2011_2,TMUS,5983560000.0
2011_2,TPR,16531902400.0
2011_2,TRMB,6313391100.0
2011_2,TROW,17770538250.0
2011_2,TRV,26719807047.61905
2011_2,TSCO,225322160.54761904
2011_2,TSLA,2727064090.909091
2011_2,TSN,6981393636.363636
2011_2,TT,1042537750.0
2011_2,TTWO,1272517000.0
2011_2,TXN,38154763636.36364
2011_2,TXT,7462969983.842501
2011_2,TYL,852144090.9090909
2011_2,UAA,1708260095.2380953
2011_2,UAL,9291161904.761906
2011_2,UDR,4308578454.545455
2011_2,UHS,4865781100.0
2011_2,ULTA,3200507800.0
2011_2,UNH,50251225500.0
2011_2,UNP,48422788200.0
2011_2,UPS,73875279047.61905
2011_2,URI,1759167681.8181818
2011_2,USB,48860502857.14286
2011_2,V,77535360000.0
2011_2,VFC,10503036545.454546
2011_2,VIAC,18349252727.272728
2011_2,VLO,14907741000.0
2011_2,VMC,5727005100.0
2011_2,VNO,13085823850.0
2011_2,VRSK,5851974000.0
2011_2,VRSN,6345166000.0
2011_2,VRTX,9920387400.0
2011_2,VTR,10725720714.285715
2011_2,VZ,105365831428.57143
2011_2,WAB,3115995681.818182
2011_2,WAT,9110611714.285715
2011_2,WBA,38711551000.0
2011_2,WDC,9200106000.0
2011_2,WEC,7322985090.909091
2011_2,WELL,8940803636.363636
2011_2,WFC,143624690909.0909
2011_2,WHR,6469471857.142858
2011_2,WLTW,7190305090.909091
2011_2,WM,17663494545.454544
2011_2,WMB,15241340200.0
2011_2,WMT,194026335714.2857
2011_2,WRB,4706445150.0
2011_2,WST,1711864190.4761906
2011_2,WU,13729639450.0
2011_2,WY,11868732809.52381
2011_2,WYNN,17431101712.86
2011_2,XEL,11989650380.952381
2011_2,XLNX,9449899000.0
2011_2,XOM,424210227000.0
2011_2,XRAY,5568796000.0
2011_2,YUM,18900640000.0
2011_2,ZBH,11943603300.0
2011_2,ZBRA,2330018190.4761906
2011_2,ZION,4362995000.0
2011_3,A,8976997826.086956
2011_3,AAL,1892909523.8095238
2011_3,AAP,4304569304.347826
2011_3,AAPL,368781785714.2857
2011_3,ABC,12171847500.0
2011_3,ABMD,635760850.0
2011_3,ABT,39640340150.0
2011_3,ACN,45421084500.0
2011_3,ADBE,12330465913.043478
2011_3,ADI,10122341428.571428
2011_3,ADM,18111984761.904762
2011_3,ADP,21091863666.666668
2011_3,ADSK,6496304238.095238
2011_3,AEE,7014699000.0
2011_3,AEP,18222974000.0
2011_3,AES,8099350476.190476
2011_3,AFL,16156029904.761906
2011_3,AIG,53221564000.0
2011_3,AIZ,3270210782.6086955
2011_3,AJG,3079497571.428571
2011_3,AKAM,5663680500.0
2011_3,ALB,4940485217.391304
2011_3,ALGN,1864806900.0
2011_3,ALK,2083090476.1904762
2011_3,ALL,12559222857.142857
2011_3,AMAT,14417783809.52381
2011_3,AMD,4821440000.0
2011_3,AME,7222482150.0
2011_3,AMGN,50662149523.809525
2011_3,AMP,10216318095.238094
2011_3,AMT,20103035434.782608
2011_3,AMZN,91861730869.56522
2011_3,ANSS,4875355428.571428
2011_3,ANTM,27882516000.0
2011_3,AON,17265397350.0
2011_3,AOS,1989715800.0
2011_3,APA,36810285714.28571
2011_3,APD,15859630285.714285
2011_3,APH,7690061391.304348
2011_3,ARE,4171926434.7826085
2011_3,ATO,2977720000.0
2011_3,ATVI,13706850000.0
2011_3,AVB,10882767619.047619
2011_3,AVGO,7776230000.0
2011_3,AVY,2964278521.7391305
2011_3,AWK,5185013400.0
2011_3,AXP,62148240000.0
2011_3,AZO,12416536000.0
2011_3,BA,54407262000.0
2011_3,BAC,79479991304.34782
2011_3,BAX,18902262500.0
2011_3,BBWI,12382650000.0
2011_3,BBY,11654546000.0
2011_3,BDX,19499261600.0
2011_3,BEN,24189035285.714287
2011_3,BF-B,10923590000.0
2011_3,BIIB,23333099428.57143
2011_3,BIO,2857243956.521739
2011_3,BK,31348933850.0
2011_3,BKNG,26561487238.095238
2011_3,BKR,33743358600.0
2011_3,BLK,35520406600.0
2011_3,BLL,6711241200.0
2011_3,BMY,51952250000.0
2011_3,BR,2598013666.6666665
2011_3,BRK-B,175775591183.25348
2011_3,BRO,2820306086.9565215
2011_3,BSX,9796486782.608696
2011_3,BWA,8840879217.391304
2011_3,BXP,14665467428.571428
2011_3,C,119464915500.0
2011_3,CAG,7787212047.619047
2011_3,CAH,16213915000.0
2011_3,CARR,25042519650.4
2011_3,CAT,71534749500.0
2011_3,CB,20884920000.0
2011_3,CBOE,2395640662.3
2011_3,CBRE,4595769285.714286
2011_3,CCI,11785620826.086956
2011_3,CCL,28616787500.0
2011_3,CDNS,2540455047.6190476
2011_3,CE,8719145200.0
2011_3,CERN,11800110000.0
2011_3,CF,11712006521.73913
2011_3,CHD,6076005500.0
2011_3,CHRW,13046752600.0
2011_3,CHTR,5685372000.0
2011_3,CI,14047897500.0
2011_3,CINF,4372478000.0
2011_3,CL,42093221826.08696
2011_3,CLX,8986079347.826086
2011_3,CMA,5140183142.857142
2011_3,CMCSA,58995657142.85714
2011_3,CME,17415083714.285713
2011_3,CMG,10372380900.0
2011_3,CMI,17481867217.391304
2011_3,CMS,5184703350.0
2011_3,CNC,1595800000.0
2011_3,CNP,8454712000.0
2011_3,COF,20066472000.0
2011_3,COO,3915982000.0
2011_3,COP,68138580952.38095
2011_3,COST,35782848000.0
2011_3,CPB,10956160000.0
2011_3,CPRT,2730424857.142857
2011_3,CRL,1539624761.9047618
2011_3,CRM,16934573809.52381
2011_3,CSCO,83993217391.30435
2011_3,CSX,23950375217.391304
2011_3,CTAS,3931236173.9130435
2011_3,CTRA,7339172686.426001
2011_3,CTSH,19546581714.285713
2011_3,CTXS,8465769000.0
2011_3,CVS,46066078260.86957
2011_3,CVX,213062486000.0
2011_3,D,28145744000.0
2011_3,DAL,6120467826.086957
2011_3,DD,38092572000.0
2011_3,DE,30911901904.761906
2011_3,DFS,13631038476.190475
2011_3,DG,11142745043.47826
2011_3,DGX,7840365714.285714
2011_3,DHI,3025582285.714286
2011_3,DHR,23713490285.714287
2011_3,DIS,75843304000.0
2011_3,DISCA,8830917600.0
2011_3,DISCK,76573828.57142857
2011_3,DISH,11614437857.142857
2011_3,DLR,6094920000.0
2011_3,DLTR,9008522190.47619
2011_3,DOV,8417178700.0
2011_3,DPZ,1646138800.0
2011_3,DRE,2864036739.130435
2011_3,DRI,5804096869.565217
2011_3,DTE,8582195000.0
2011_3,DUK,25196112000.0
2011_3,DVA,8433639900.0
2011_3,DVN,33777475500.0
2011_3,DXC,2870790000.0
2011_3,DXCM,960386317.0
2011_3,EA,7253155714.285714
2011_3,EBAY,17087611952.380953
2011_3,ECL,11363800956.52174
2011_3,ED,15717827250.0
2011_3,EFX,3843848142.857143
2011_3,EIX,12161563333.333334
2011_3,EL,19040978434.782608
2011_3,EMN,5205940571.428572
2011_3,EMR,32858857380.95238
2011_3,EOG,27643929200.0
2011_3,EQIX,4498673521.73913
2011_3,EQR,17891246956.52174
2011_3,ES,5870458347.826087
2011_3,ESS,4426792857.142858
2011_3,ETN,13136286428.571428
2011_3,ETR,11515636952.380953
2011_3,EVRG,2935848260.869565
2011_3,EW,8869806666.666666
2011_3,EXC,28012699130.434784
2011_3,EXPD,9141005857.142857
2011_3,EXPE,8395936900.0
2011_3,EXR,1977750086.9565217
2011_3,F,41173785714.28571
2011_3,FAST,9365363652.173914
2011_3,FBHS,2023209000.0
2011_3,FCX,52311364000.0
2011_3,FDX,29583222000.0
2011_3,FE,17795947826.086956
2011_3,FFIV,6298398476.190476
2011_3,FIS,7847213523.809524
2011_3,FISV,7462461714.285714
2011_3,FITB,9726535000.0
2011_3,FLT,2300990476.1904764
2011_3,FMC,4521142285.714286
2011_3,FRC,3272448000.0
2011_3,FRT,5342203826.086957
2011_3,FTNT,3143245695.652174
2011_3,GD,26607934500.0
2011_3,GE,191071120500.0
2011_3,GILD,33692859200.0
2011_3,GIS,25366962857.142857
2011_3,GL,4715434800.0
2011_3,GLW,21245171428.57143
2011_3,GM,41063384347.82609
2011_3,GNRC,1255701217.3913043
2011_3,GOOG,170897517090.0
2011_3,GOOGL,178994013913.0435
2011_3,GPC,8216255190.476191
2011_3,GPN,4082647650.0
2011_3,GPS,8555490476.190476
2011_3,GRMN,6331649333.333333
2011_3,GS,63712953043.478264
2011_3,GWW,9895427913.043478
2011_3,HAL,34648738095.2381
2011_3,HAS,4785095714.285714
2011_3,HBAN,4238238047.6190476
2011_3,HBI,2658170571.428571
2011_3,HCA,10276388571.428572
2011_3,HD,51983117619.04762
2011_3,HES,19530409523.809525
2011_3,HIG,8153300571.428572
2011_3,HII,1332571571.4285715
2011_3,HOLX,4236760142.857143
2011_3,HON,33885221904.761906
2011_3,HPQ,34023600000.0
2011_3,HRL,7400780761.904762
2011_3,HSIC,4615370739.130435
2011_3,HST,7640280000.0
2011_3,HSY,13405656571.428572
2011_3,HUM,12732954761.904762
2011_3,IBM,218536411500.0
2011_3,ICE,8330988652.173913
2011_3,IDXX,4286420952.3809524
2011_3,IEX,2788975619.047619
2011_3,IFF,4685938285.714286
2011_3,ILMN,10200099400.0
2011_3,INCY,1871541043.4782608
2011_3,INTC,113159685714.28572
2011_3,INTU,14375307619.047619
2011_3,IP,12800271750.0
2011_3,IPG,4115712000.0
2011_3,IPGP,2712937857.142857
2011_3,IR,8859780000.0
2011_3,IRM,5995055260.869565
2011_3,ISRG,15228261428.571428
2011_3,IT,3895241100.0
2011_3,ITW,21462279780.199047
2011_3,IVZ,8436730521.73913
2011_3,J,4468571428.571428
2011_3,JBHT,4908371260.869565
2011_3,JCI,9380961904.761906
2011_3,JKHY,2515033238.095238
2011_3,JNJ,177306511428.57144
2011_3,JNPR,10808146095.238094
2011_3,JPM,125170697142.85715
2011_3,K,19044394347.826088
2011_3,KEY,6428597391.304348
2011_3,KIM,6901970130.434783
2011_3,KLAC,7152421350.0
2011_3,KMB,26223025523.809525
2011_3,KMI,17792524800.0
2011_3,KMX,6415013347.826087
2011_3,KO,159593350000.0
2011_3,KR,15141648000.0
2011_3,KSU,5646819000.0
2011_3,L,14456609142.857143
2011_3,LDOS,3560812500.0
2011_3,LEG,3031691761.904762
2011_3,LEN,2648306285.714286
2011_3,LH,8378210000.0
2011_3,LHX,4528377913.043478
2011_3,LIN,29544243809.52381
2011_3,LKQ,3911604450.0
2011_3,LLY,41128390952.38095
2011_3,LMT,27515018000.0
2011_3,LNC,6343925714.285714
2011_3,LNT,4252323913.0434785
2011_3,LOW,24697162857.142857
2011_3,LRCX,4696288652.173913
2011_3,LUV,8430344000.0
2011_3,LVS,37303809523.809525
2011_3,LYB,22256525000.0
2011_3,LYV,1536634709.3314285
2011_3,MA,40744995652.17391
2011_3,MAA,2766718500.0
2011_3,MAR,12240807100.0
2011_3,MAS,2339554285.714286
2011_3,MCD,90357314950.0
2011_3,MCHP,6683121523.809524
2011_3,MCK,19265883478.260868
2011_3,MCO,8611221250.0
2011_3,MDLZ,61176186666.666664
2011_3,MDT,35138685217.391304
2011_3,MET,39926344500.0
2011_3,MGM,5906611608.695652
2011_3,MHK,3875281500.0
2011_3,MKC,6181426956.521739
2011_3,MKTX,1063643695.6521739
2011_3,MLM,3076943565.2173915
2011_3,MMC,15646849565.217392
2011_3,MMM,68539826250.0
2011_3,MNST,8235329142.857142
2011_3,MO,55226790000.0
2011_3,MOS,30902728250.0
2011_3,MPC,12095546666.666666
2011_3,MPWR,429565043.4782609
2011_3,MRK,110890160000.0
2011_3,MRO,23090387500.0
2011_3,MS,27092264347.826088
2011_3,MSCI,4117384565.2173915
2011_3,MSFT,220477214285.7143
2011_3,MSI,15626300500.0
2011_3,MTB,8991669952.380953
2011_3,MTD,4843521260.869565
2011_3,MU,6325511238.095238
2011_3,NDAQ,4384254750.0
2011_3,NEE,22799752869.565216
2011_3,NEM,32531760000.0
2011_3,NFLX,12574247848.83913
2011_3,NI,2279681739.130435
2011_3,NKE,41221848571.42857
2011_3,NLSN,11115930300.0
2011_3,NOC,14717381000.0
2011_3,NRG,5432571428.571428
2011_3,NSC,22716410000.0
2011_3,NTAP,16369153478.26087
2011_3,NTRS,8651384571.428572
2011_3,NUE,10610965285.714285
2011_3,NVDA,9015735400.0
2011_3,NVR,4231423950.0
2011_3,NWL,3670449904.7619047
2011_3,NXPI,4222656521.7391305
2011_3,O,4261656600.0
2011_3,ODFL,1451435600.0
2011_3,OKE,7244304000.0
2011_3,OMC,13612635250.0
2011_3,ORCL,145740095238.09525
2011_3,ORLY,8832672200.0
2011_3,OXY,62025861904.7619
2011_3,PAYX,9608205913.043478
2011_3,PBCT,4612902650.0
2011_3,PCAR,13103569142.857143
2011_3,PEAK,12448502478.26087
2011_3,PEG,16471760200.0
2011_3,PENN,914297217.3913044
2011_3,PEP,98540278571.42857
2011_3,PFE,141911419047.61905
2011_3,PFG,9339510400.0
2011_3,PG,191056568000.0
2011_3,PGR,11354676666.666666
2011_3,PH,10412984000.0
2011_3,PHM,2775008700.0
2011_3,PKG,2815230600.0
2011_3,PKI,2539816695.652174
2011_3,PLD,12843543565.217392
2011_3,PM,116310998571.42857
2011_3,PNC,25355980869.565216
2011_3,PNR,2222927130.4347825
2011_3,PNW,4582187565.217391
2011_3,POOL,1407991600.0
2011_3,PPG,11601706666.666666
2011_3,PPL,15373606000.0
2011_3,PRU,23216818095.238094
2011_3,PSA,19976388043.47826
2011_3,PTC,1953111952.3809524
2011_3,PVH,4628764190.476191
2011_3,PWR,3714512000.0
2011_3,PXD,9358749652.173914
2011_3,QCOM,88173800000.0
2011_3,RCL,7875143600.0
2011_3,RE,4477468500.0
2011_3,REG,4095351000.0
2011_3,REGN,5135759600.0
2011_3,RF,4808613333.333333
2011_3,RHI,3044473714.285714
2011_3,RJF,4050708000.0
2011_3,RL,13406251857.142857
2011_3,RMD,4509479666.666667
2011_3,ROK,8264080761.904762
2011_3,ROL,2863846190.4761906
2011_3,ROP,7097809173.913043
2011_3,ROST,8426938434.782609
2011_3,RSG,11488313300.0
2011_3,RTX,50421505000.0
2011_3,SBAC,4047908380.952381
2011_3,SBUX,29834633809.52381
2011_3,SCHW,14285661904.761906
2011_3,SEE,3187120857.142857
2011_3,SHW,8816684400.0
2011_3,SIVB,2660958550.0
2011_3,SJM,8864707950.0
2011_3,SLB,95183833333.33333
2011_3,SNA,3571588500.0
2011_3,SNPS,3498398260.869565
2011_3,SO,34732566000.0
2011_3,SPG,31931715369.54286
2011_3,SPGI,11633974782.608696
2011_3,SRE,12435272666.666666
2011_3,STE,1772778857.142857
2011_3,STT,16252059428.571428
2011_3,STX,4846094761.904762
2011_3,STZ,4401980190.476191
2011_3,SWK,9602944761.904762
2011_3,SWKS,3928117714.285714
2011_3,SYK,18637281523.809525
2011_3,SYY,18396057000.0
2011_3,T,171498963478.26086
2011_3,TAP,7710098666.666667
2011_3,TDG,4655425047.619047
2011_3,TDY,1904884739.1304348
2011_3,TECH,2667806086.9565215
2011_3,TEL,12502565714.285715
2011_3,TER,2693471043.478261
2011_3,TFC,15240960000.0
2011_3,TFX,2238320666.6666665
2011_3,TGT,34391622608.695656
2011_3,TJX,21166665238.095238
2011_3,TMO,24401228800.0
2011_3,TMUS,6237921000.0
2011_3,TPR,19738544050.0
2011_3,TRMB,4875863200.0
2011_3,TROW,15756769350.0
2011_3,TRV,21329205869.565216
2011_3,TSCO,2393489129.130435
2011_3,TSLA,2561851428.571429
